The SAS System,,,,,,,,,
,,,,,,,,,
Phenotype,State,eventtype,year,agecat,numTested,numNonSuscep,pctNonSuscep,Suppress,displayTested
Ecoli_ESCeph,NJ,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NM,All,2015,Adult,74,4,5.4,,
Ecoli_ESCeph,NM,All,2015,All,78,5,6.4,,
Ecoli_ESCeph,NM,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NV,All,2015,Adult,140,26,18.6,,
Ecoli_ESCeph,NV,All,2015,All,142,26,18.3,,
Ecoli_ESCeph,NV,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NY,All,2015,Adult,1160,268,23.1,,
Ecoli_ESCeph,NY,All,2015,All,1201,277,23.1,,
Ecoli_ESCeph,NY,All,2015,Peds,41,9,22,,
Ecoli_ESCeph,OH,All,2015,Adult,597,92,15.4,,
Ecoli_ESCeph,OH,All,2015,All,622,95,15.3,,
Ecoli_ESCeph,OH,All,2015,Peds,25,3,12,,
Ecoli_ESCeph,OK,All,2015,Adult,195,50,25.6,,
Ecoli_ESCeph,OK,All,2015,All,202,52,25.7,,
Ecoli_ESCeph,OK,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,OR,All,2015,Adult,108,20,18.5,,
Ecoli_ESCeph,OR,All,2015,All,116,21,18.1,,
Ecoli_ESCeph,OR,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,PA,All,2015,Adult,1024,159,15.5,,
Ecoli_ESCeph,PA,All,2015,All,1069,166,15.5,,
Ecoli_ESCeph,PA,All,2015,Peds,45,7,15.6,,
Ecoli_ESCeph,PR,All,2015,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,PR,All,2015,All,.,.,.,LowCount,<20
Ecoli_ESCeph,PR,All,2015,Peds,0,.,.,Zero,
Ecoli_ESCeph,RI,All,2015,Adult,64,10,15.6,,
Ecoli_ESCeph,RI,All,2015,All,66,11,16.7,,
Ecoli_ESCeph,RI,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,SC,All,2015,Adult,255,26,10.2,,
Ecoli_ESCeph,SC,All,2015,All,264,27,10.2,,
Ecoli_ESCeph,SC,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,SD,All,2015,Adult,56,4,7.1,,
Ecoli_ESCeph,SD,All,2015,All,56,4,7.1,,
Ecoli_ESCeph,SD,All,2015,Peds,0,.,.,Zero,
Ecoli_ESCeph,TN,All,2015,Adult,433,67,15.5,,
Ecoli_ESCeph,TN,All,2015,All,452,73,16.2,,
Ecoli_ESCeph,TN,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,TX,All,2015,Adult,1561,292,18.7,,
Ecoli_ESCeph,TX,All,2015,All,1627,304,18.7,,
Ecoli_ESCeph,TX,All,2015,Peds,66,12,18.2,,
Ecoli_ESCeph,UT,All,2015,Adult,110,11,10,,
Ecoli_ESCeph,UT,All,2015,All,121,12,9.9,,
Ecoli_ESCeph,UT,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VA,All,2015,Adult,383,53,13.8,,
Ecoli_ESCeph,VA,All,2015,All,389,54,13.9,,
Ecoli_ESCeph,VA,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VT,All,2015,Adult,32,3,9.4,,
Ecoli_ESCeph,VT,All,2015,All,32,3,9.4,,
Ecoli_ESCeph,VT,All,2015,Peds,0,.,.,Zero,
Ecoli_ESCeph,WA,All,2015,Adult,251,43,17.1,,
Ecoli_ESCeph,WA,All,2015,All,261,46,17.6,,
Ecoli_ESCeph,WA,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WI,All,2015,Adult,210,33,15.7,,
Ecoli_ESCeph,WI,All,2015,All,222,34,15.3,,
Ecoli_ESCeph,WI,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WV,All,2015,Adult,115,14,12.2,,
Ecoli_ESCeph,WV,All,2015,All,117,15,12.8,,
Ecoli_ESCeph,WV,All,2015,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2015,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2015,All,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2015,Peds,0,.,.,Zero,
Ecoli_ESCeph,AK,All,2016,Adult,20,8,40,,
Ecoli_ESCeph,AK,All,2016,All,21,8,38.1,,
Ecoli_ESCeph,AK,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AL,All,2016,Adult,305,54,17.7,,
Ecoli_ESCeph,AL,All,2016,All,320,56,17.5,,
Ecoli_ESCeph,AL,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AR,All,2016,Adult,135,30,22.2,,
Ecoli_ESCeph,AR,All,2016,All,141,31,22,,
Ecoli_ESCeph,AR,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AZ,All,2016,Adult,246,38,15.4,,
Ecoli_ESCeph,AZ,All,2016,All,254,42,16.5,,
Ecoli_ESCeph,AZ,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CA,All,2016,Adult,2289,707,30.9,,
Ecoli_ESCeph,CA,All,2016,All,2464,744,30.2,,
Ecoli_ESCeph,CA,All,2016,Peds,175,37,21.1,,
Ecoli_ESCeph,CO,All,2016,Adult,177,31,17.5,,
Ecoli_ESCeph,CO,All,2016,All,181,32,17.7,,
Ecoli_ESCeph,CO,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CT,All,2016,Adult,137,34,24.8,,
Ecoli_ESCeph,CT,All,2016,All,140,35,25,,
Ecoli_ESCeph,CT,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,DC,All,2016,Adult,69,9,13,,
Ecoli_ESCeph,DC,All,2016,All,76,11,14.5,,
Ecoli_ESCeph,DC,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,DE,All,2016,Adult,67,12,17.9,,
Ecoli_ESCeph,DE,All,2016,All,69,12,17.4,,
Ecoli_ESCeph,DE,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,FL,All,2016,Adult,1280,285,22.3,,
Ecoli_ESCeph,FL,All,2016,All,1306,288,22.1,,
Ecoli_ESCeph,FL,All,2016,Peds,26,3,11.5,,
Ecoli_ESCeph,GA,All,2016,Adult,597,89,14.9,,
Ecoli_ESCeph,GA,All,2016,All,627,91,14.5,,
Ecoli_ESCeph,GA,All,2016,Peds,30,2,6.7,,
Ecoli_ESCeph,HI,All,2016,Adult,28,5,17.9,,
Ecoli_ESCeph,HI,All,2016,All,36,7,19.4,,
Ecoli_ESCeph,HI,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IA,All,2016,Adult,121,12,9.9,,
Ecoli_ESCeph,IA,All,2016,All,126,14,11.1,,
Ecoli_ESCeph,IA,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ID,All,2016,Adult,53,4,7.5,,
Ecoli_ESCeph,ID,All,2016,All,54,4,7.4,,
Ecoli_ESCeph,ID,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IL,All,2016,Adult,591,111,18.8,,
Ecoli_ESCeph,IL,All,2016,All,614,117,19.1,,
Ecoli_ESCeph,IL,All,2016,Peds,23,6,26.1,,
Ecoli_ESCeph,IN,All,2016,Adult,341,50,14.7,,
Ecoli_ESCeph,IN,All,2016,All,351,50,14.2,,
Ecoli_ESCeph,IN,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KS,All,2016,Adult,136,13,9.6,,
Ecoli_ESCeph,KS,All,2016,All,138,14,10.1,,
Ecoli_ESCeph,KS,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KY,All,2016,Adult,233,53,22.7,,
Ecoli_ESCeph,KY,All,2016,All,236,54,22.9,,
Ecoli_ESCeph,KY,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,LA,All,2016,Adult,334,53,15.9,,
Ecoli_ESCeph,LA,All,2016,All,338,55,16.3,,
Ecoli_ESCeph,LA,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MA,All,2016,Adult,417,106,25.4,,
Ecoli_ESCeph,MA,All,2016,All,439,112,25.5,,
Ecoli_ESCeph,MA,All,2016,Peds,22,6,27.3,,
Ecoli_ESCeph,MD,All,2016,Adult,319,59,18.5,,
Ecoli_ESCeph,MD,All,2016,All,321,59,18.4,,
Ecoli_ESCeph,MD,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ME,All,2016,Adult,70,10,14.3,,
Ecoli_ESCeph,ME,All,2016,All,71,10,14.1,,
Ecoli_ESCeph,ME,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MI,All,2016,Adult,437,82,18.8,,
Ecoli_ESCeph,MI,All,2016,All,448,86,19.2,,
Ecoli_ESCeph,MI,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MN,All,2016,Adult,275,33,12,,
Ecoli_ESCeph,MN,All,2016,All,283,33,11.7,,
Ecoli_ESCeph,MN,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MO,All,2016,Adult,341,60,17.6,,
Ecoli_ESCeph,MO,All,2016,All,357,65,18.2,,
Ecoli_ESCeph,MO,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MS,All,2016,Adult,190,35,18.4,,
Ecoli_ESCeph,MS,All,2016,All,193,35,18.1,,
Ecoli_ESCeph,MS,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MT,All,2016,Adult,29,3,10.3,,
Ecoli_ESCeph,MT,All,2016,All,29,3,10.3,,
Ecoli_ESCeph,MT,All,2016,Peds,0,.,.,Zero,
Ecoli_ESCeph,NC,All,2016,Adult,417,79,18.9,,
Ecoli_ESCeph,NC,All,2016,All,440,82,18.6,,
Ecoli_ESCeph,NC,All,2016,Peds,23,3,13,,
Ecoli_ESCeph,ND,All,2016,Adult,35,5,14.3,,
Ecoli_ESCeph,ND,All,2016,All,35,5,14.3,,
Ecoli_ESCeph,ND,All,2016,Peds,0,.,.,Zero,
Ecoli_ESCeph,NE,All,2016,Adult,93,10,10.8,,
Ecoli_ESCeph,NE,All,2016,All,97,13,13.4,,
Ecoli_ESCeph,NE,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NH,All,2016,Adult,98,10,10.2,,
Ecoli_ESCeph,NH,All,2016,All,99,10,10.1,,
Ecoli_ESCeph,NH,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NJ,All,2016,Adult,306,93,30.4,,
Ecoli_ESCeph,NJ,All,2016,All,316,94,29.7,,
Ecoli_ESCeph,NJ,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NM,All,2016,Adult,106,12,11.3,,
Ecoli_ESCeph,NM,All,2016,All,108,13,12,,
Ecoli_ESCeph,NM,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NV,All,2016,Adult,132,23,17.4,,
Ecoli_ESCeph,NV,All,2016,All,139,23,16.5,,
Ecoli_ESCeph,NV,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NY,All,2016,Adult,1264,291,23,,
Ecoli_ESCeph,NY,All,2016,All,1297,301,23.2,,
Ecoli_ESCeph,NY,All,2016,Peds,33,10,30.3,,
Ecoli_ESCeph,OH,All,2016,Adult,624,99,15.9,,
Ecoli_ESCeph,OH,All,2016,All,658,101,15.3,,
Ecoli_ESCeph,OH,All,2016,Peds,34,2,5.9,,
Ecoli_ESCeph,OK,All,2016,Adult,211,40,19,,
Ecoli_ESCeph,OK,All,2016,All,220,41,18.6,,
Ecoli_ESCeph,OK,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,OR,All,2016,Adult,119,15,12.6,,
Ecoli_ESCeph,OR,All,2016,All,123,16,13,,
Ecoli_ESCeph,OR,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,PA,All,2016,Adult,937,145,15.5,,
Ecoli_ESCeph,PA,All,2016,All,986,151,15.3,,
Ecoli_ESCeph,PA,All,2016,Peds,49,6,12.2,,
Ecoli_ESCeph,PR,All,2016,Adult,21,3,14.3,,
Ecoli_ESCeph,PR,All,2016,All,21,3,14.3,,
Ecoli_ESCeph,PR,All,2016,Peds,0,.,.,Zero,
Ecoli_ESCeph,RI,All,2016,Adult,70,13,18.6,,
Ecoli_ESCeph,RI,All,2016,All,71,13,18.3,,
Ecoli_ESCeph,RI,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,SC,All,2016,Adult,248,21,8.5,,
Ecoli_ESCeph,SC,All,2016,All,257,22,8.6,,
Ecoli_ESCeph,SC,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,SD,All,2016,Adult,61,8,13.1,,
Ecoli_ESCeph,SD,All,2016,All,62,9,14.5,,
Ecoli_ESCeph,SD,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,TN,All,2016,Adult,395,73,18.5,,
Ecoli_ESCeph,TN,All,2016,All,410,80,19.5,,
Ecoli_ESCeph,TN,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,TX,All,2016,Adult,1464,317,21.7,,
Ecoli_ESCeph,TX,All,2016,All,1538,331,21.5,,
Ecoli_ESCeph,TX,All,2016,Peds,74,14,18.9,,
Ecoli_ESCeph,UT,All,2016,Adult,96,5,5.2,,
Ecoli_ESCeph,UT,All,2016,All,99,6,6.1,,
Ecoli_ESCeph,UT,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VA,All,2016,Adult,397,61,15.4,,
Ecoli_ESCeph,VA,All,2016,All,411,62,15.1,,
Ecoli_ESCeph,VA,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VT,All,2016,Adult,29,0,0,,
Ecoli_ESCeph,VT,All,2016,All,30,0,0,,
Ecoli_ESCeph,VT,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WA,All,2016,Adult,339,65,19.2,,
Ecoli_ESCeph,WA,All,2016,All,353,70,19.8,,
Ecoli_ESCeph,WA,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WI,All,2016,Adult,196,44,22.4,,
Ecoli_ESCeph,WI,All,2016,All,207,45,21.7,,
Ecoli_ESCeph,WI,All,2016,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WV,All,2016,Adult,146,22,15.1,,
Ecoli_ESCeph,WV,All,2016,All,146,22,15.1,,
Ecoli_ESCeph,WV,All,2016,Peds,0,.,.,Zero,
Ecoli_ESCeph,WY,All,2016,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2016,All,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2016,Peds,0,.,.,Zero,
Ecoli_ESCeph,AK,All,2017,Adult,27,4,14.8,,
Ecoli_ESCeph,AK,All,2017,All,28,4,14.3,,
Ecoli_ESCeph,AK,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AL,All,2017,Adult,244,32,13.1,,
Ecoli_ESCeph,AL,All,2017,All,254,32,12.6,,
Ecoli_ESCeph,AL,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AR,All,2017,Adult,155,35,22.6,,
Ecoli_ESCeph,AR,All,2017,All,158,37,23.4,,
Ecoli_ESCeph,AR,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AZ,All,2017,Adult,245,42,17.1,,
Ecoli_ESCeph,AZ,All,2017,All,252,42,16.7,,
Ecoli_ESCeph,AZ,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CA,All,2017,Adult,2240,734,32.8,,
Ecoli_ESCeph,CA,All,2017,All,2414,777,32.2,,
Ecoli_ESCeph,CA,All,2017,Peds,174,43,24.7,,
Ecoli_ESCeph,CO,All,2017,Adult,237,46,19.4,,
Ecoli_ESCeph,CO,All,2017,All,244,47,19.3,,
Ecoli_ESCeph,CO,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CT,All,2017,Adult,162,40,24.7,,
Ecoli_ESCeph,CT,All,2017,All,166,41,24.7,,
Ecoli_ESCeph,CT,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,DC,All,2017,Adult,75,18,24,,
Ecoli_ESCeph,DC,All,2017,All,83,22,26.5,,
Ecoli_ESCeph,DC,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,DE,All,2017,Adult,45,11,24.4,,
Ecoli_ESCeph,DE,All,2017,All,47,12,25.5,,
Ecoli_ESCeph,DE,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,FL,All,2017,Adult,1191,299,25.1,,
Ecoli_ESCeph,FL,All,2017,All,1218,303,24.9,,
Ecoli_ESCeph,FL,All,2017,Peds,27,4,14.8,,
Ecoli_ESCeph,GA,All,2017,Adult,493,83,16.8,,
Ecoli_ESCeph,GA,All,2017,All,513,84,16.4,,
Ecoli_ESCeph,GA,All,2017,Peds,20,1,5,,
Ecoli_ESCeph,HI,All,2017,Adult,55,10,18.2,,
Ecoli_ESCeph,HI,All,2017,All,58,11,19,,
Ecoli_ESCeph,HI,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IA,All,2017,Adult,98,7,7.1,,
Ecoli_ESCeph,IA,All,2017,All,103,8,7.8,,
Ecoli_ESCeph,IA,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ID,All,2017,Adult,68,6,8.8,,
Ecoli_ESCeph,ID,All,2017,All,68,6,8.8,,
Ecoli_ESCeph,ID,All,2017,Peds,0,.,.,Zero,
Ecoli_ESCeph,IL,All,2017,Adult,524,103,19.7,,
Ecoli_ESCeph,IL,All,2017,All,542,105,19.4,,
Ecoli_ESCeph,IL,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IN,All,2017,Adult,348,57,16.4,,
Ecoli_ESCeph,IN,All,2017,All,359,58,16.2,,
Ecoli_ESCeph,IN,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KS,All,2017,Adult,157,21,13.4,,
Ecoli_ESCeph,KS,All,2017,All,159,22,13.8,,
Ecoli_ESCeph,KS,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KY,All,2017,Adult,197,51,25.9,,
Ecoli_ESCeph,KY,All,2017,All,201,52,25.9,,
Ecoli_ESCeph,KY,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,LA,All,2017,Adult,304,49,16.1,,
Ecoli_ESCeph,LA,All,2017,All,311,51,16.4,,
Ecoli_ESCeph,LA,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MA,All,2017,Adult,439,82,18.7,,
Ecoli_ESCeph,MA,All,2017,All,459,87,19,,
Ecoli_ESCeph,MA,All,2017,Peds,20,5,25,,
Ecoli_ESCeph,MD,All,2017,Adult,249,46,18.5,,
Ecoli_ESCeph,MD,All,2017,All,255,47,18.4,,
Ecoli_ESCeph,MD,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ME,All,2017,Adult,61,7,11.5,,
Ecoli_ESCeph,ME,All,2017,All,64,7,10.9,,
Ecoli_ESCeph,ME,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MI,All,2017,Adult,455,73,16,,
Ecoli_ESCeph,MI,All,2017,All,472,74,15.7,,
Ecoli_ESCeph,MI,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MN,All,2017,Adult,292,49,16.8,,
Ecoli_ESCeph,MN,All,2017,All,300,55,18.3,,
Ecoli_ESCeph,MN,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MO,All,2017,Adult,373,60,16.1,,
Ecoli_ESCeph,MO,All,2017,All,386,63,16.3,,
Ecoli_ESCeph,MO,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MS,All,2017,Adult,193,29,15,,
Ecoli_ESCeph,MS,All,2017,All,198,29,14.6,,
Ecoli_ESCeph,MS,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MT,All,2017,Adult,34,1,2.9,,
Ecoli_ESCeph,MT,All,2017,All,34,1,2.9,,
Ecoli_ESCeph,MT,All,2017,Peds,0,.,.,Zero,
Ecoli_ESCeph,NC,All,2017,Adult,420,83,19.8,,
Ecoli_ESCeph,NC,All,2017,All,443,90,20.3,,
Ecoli_ESCeph,NC,All,2017,Peds,23,7,30.4,,
Ecoli_ESCeph,ND,All,2017,Adult,38,1,2.6,,
Ecoli_ESCeph,ND,All,2017,All,39,1,2.6,,
Ecoli_ESCeph,ND,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NE,All,2017,Adult,82,11,13.4,,
Ecoli_ESCeph,NE,All,2017,All,85,11,12.9,,
Ecoli_ESCeph,NE,All,2017,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NH,All,2017,Adult,73,6,8.2,,
