The SAS System,,,,,,,,,
,,,,,,,,,
Phenotype,state,eventtype,year,agecat,numTested,numNonSuscep,pctNonSuscep,Suppress,displayTested
Ecoli_ESCeph,IN,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KS,All,2019,Adult,113,18,15.9,,
Ecoli_ESCeph,KS,All,2019,All,115,18,15.7,,
Ecoli_ESCeph,KS,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KY,All,2019,Adult,154,37,24,,
Ecoli_ESCeph,KY,All,2019,All,155,38,24.5,,
Ecoli_ESCeph,KY,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,LA,All,2019,Adult,279,54,19.4,,
Ecoli_ESCeph,LA,All,2019,All,283,54,19.1,,
Ecoli_ESCeph,LA,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MA,All,2019,Adult,304,77,25.3,,
Ecoli_ESCeph,MA,All,2019,All,313,78,24.9,,
Ecoli_ESCeph,MA,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MD,All,2019,Adult,230,44,19.1,,
Ecoli_ESCeph,MD,All,2019,All,234,44,18.8,,
Ecoli_ESCeph,MD,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ME,All,2019,Adult,72,10,13.9,,
Ecoli_ESCeph,ME,All,2019,All,74,10,13.5,,
Ecoli_ESCeph,ME,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MI,All,2019,Adult,411,77,18.7,,
Ecoli_ESCeph,MI,All,2019,All,421,79,18.8,,
Ecoli_ESCeph,MI,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MN,All,2019,Adult,253,45,17.8,,
Ecoli_ESCeph,MN,All,2019,All,264,45,17,,
Ecoli_ESCeph,MN,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MO,All,2019,Adult,351,39,11.1,,
Ecoli_ESCeph,MO,All,2019,All,359,40,11.1,,
Ecoli_ESCeph,MO,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MS,All,2019,Adult,209,46,22,,
Ecoli_ESCeph,MS,All,2019,All,214,46,21.5,,
Ecoli_ESCeph,MS,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MT,All,2019,Adult,23,1,4.3,,
Ecoli_ESCeph,MT,All,2019,All,26,1,3.8,,
Ecoli_ESCeph,MT,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NC,All,2019,Adult,377,60,15.9,,
Ecoli_ESCeph,NC,All,2019,All,390,61,15.6,,
Ecoli_ESCeph,NC,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ND,All,2019,Adult,28,6,21.4,,
Ecoli_ESCeph,ND,All,2019,All,28,6,21.4,,
Ecoli_ESCeph,ND,All,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,NE,All,2019,Adult,71,10,14.1,,
Ecoli_ESCeph,NE,All,2019,All,72,10,13.9,,
Ecoli_ESCeph,NE,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NH,All,2019,Adult,63,9,14.3,,
Ecoli_ESCeph,NH,All,2019,All,63,9,14.3,,
Ecoli_ESCeph,NH,All,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,NJ,All,2019,Adult,280,81,28.9,,
Ecoli_ESCeph,NJ,All,2019,All,283,82,29,,
Ecoli_ESCeph,NJ,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NM,All,2019,Adult,88,18,20.5,,
Ecoli_ESCeph,NM,All,2019,All,93,19,20.4,,
Ecoli_ESCeph,NM,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NV,All,2019,Adult,98,31,31.6,,
Ecoli_ESCeph,NV,All,2019,All,102,32,31.4,,
Ecoli_ESCeph,NV,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NY,All,2019,Adult,971,250,25.7,,
Ecoli_ESCeph,NY,All,2019,All,1006,265,26.3,,
Ecoli_ESCeph,NY,All,2019,Peds,35,15,42.9,,
Ecoli_ESCeph,OH,All,2019,Adult,588,101,17.2,,
Ecoli_ESCeph,OH,All,2019,All,620,105,16.9,,
Ecoli_ESCeph,OH,All,2019,Peds,32,4,12.5,,
Ecoli_ESCeph,OK,All,2019,Adult,157,27,17.2,,
Ecoli_ESCeph,OK,All,2019,All,161,27,16.8,,
Ecoli_ESCeph,OK,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,OR,All,2019,Adult,149,30,20.1,,
Ecoli_ESCeph,OR,All,2019,All,151,30,19.9,,
Ecoli_ESCeph,OR,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,PA,All,2019,Adult,973,166,17.1,,
Ecoli_ESCeph,PA,All,2019,All,1010,174,17.2,,
Ecoli_ESCeph,PA,All,2019,Peds,37,8,21.6,,
Ecoli_ESCeph,PR,All,2019,Adult,28,11,39.3,,
Ecoli_ESCeph,PR,All,2019,All,28,11,39.3,,
Ecoli_ESCeph,PR,All,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,RI,All,2019,Adult,67,8,11.9,,
Ecoli_ESCeph,RI,All,2019,All,67,8,11.9,,
Ecoli_ESCeph,RI,All,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,SC,All,2019,Adult,191,20,10.5,,
Ecoli_ESCeph,SC,All,2019,All,196,21,10.7,,
Ecoli_ESCeph,SC,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,SD,All,2019,Adult,71,5,7,,
Ecoli_ESCeph,SD,All,2019,All,73,5,6.8,,
Ecoli_ESCeph,SD,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,TN,All,2019,Adult,344,76,22.1,,
Ecoli_ESCeph,TN,All,2019,All,367,86,23.4,,
Ecoli_ESCeph,TN,All,2019,Peds,23,10,43.5,,
Ecoli_ESCeph,TX,All,2019,Adult,1321,318,24.1,,
Ecoli_ESCeph,TX,All,2019,All,1391,335,24.1,,
Ecoli_ESCeph,TX,All,2019,Peds,70,17,24.3,,
Ecoli_ESCeph,UT,All,2019,Adult,83,8,9.6,,
Ecoli_ESCeph,UT,All,2019,All,89,9,10.1,,
Ecoli_ESCeph,UT,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VA,All,2019,Adult,309,60,19.4,,
Ecoli_ESCeph,VA,All,2019,All,320,63,19.7,,
Ecoli_ESCeph,VA,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VT,All,2019,Adult,30,2,6.7,,
Ecoli_ESCeph,VT,All,2019,All,30,2,6.7,,
Ecoli_ESCeph,VT,All,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,WA,All,2019,Adult,287,65,22.6,,
Ecoli_ESCeph,WA,All,2019,All,300,70,23.3,,
Ecoli_ESCeph,WA,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WI,All,2019,Adult,201,43,21.4,,
Ecoli_ESCeph,WI,All,2019,All,212,44,20.8,,
Ecoli_ESCeph,WI,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WV,All,2019,Adult,124,19,15.3,,
Ecoli_ESCeph,WV,All,2019,All,126,19,15.1,,
Ecoli_ESCeph,WV,All,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,All,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,AK,CAUTI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,AK,CAUTI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,AK,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,AL,CAUTI,2019,Adult,115,22,19.1,,
Ecoli_ESCeph,AL,CAUTI,2019,All,117,23,19.7,,
Ecoli_ESCeph,AL,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AR,CAUTI,2019,Adult,73,12,16.4,,
Ecoli_ESCeph,AR,CAUTI,2019,All,73,12,16.4,,
Ecoli_ESCeph,AR,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,AZ,CAUTI,2019,Adult,101,26,25.7,,
Ecoli_ESCeph,AZ,CAUTI,2019,All,104,26,25,,
Ecoli_ESCeph,AZ,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CA,CAUTI,2019,Adult,767,258,33.6,,
Ecoli_ESCeph,CA,CAUTI,2019,All,782,264,33.8,,
Ecoli_ESCeph,CA,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CO,CAUTI,2019,Adult,95,16,16.8,,
Ecoli_ESCeph,CO,CAUTI,2019,All,97,16,16.5,,
Ecoli_ESCeph,CO,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CT,CAUTI,2019,Adult,51,13,25.5,,
Ecoli_ESCeph,CT,CAUTI,2019,All,53,13,24.5,,
Ecoli_ESCeph,CT,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,DC,CAUTI,2019,Adult,40,12,30,,
Ecoli_ESCeph,DC,CAUTI,2019,All,40,12,30,,
Ecoli_ESCeph,DC,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,DE,CAUTI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,DE,CAUTI,2019,All,20,8,40,,
Ecoli_ESCeph,DE,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,FL,CAUTI,2019,Adult,475,132,27.8,,
Ecoli_ESCeph,FL,CAUTI,2019,All,478,133,27.8,,
Ecoli_ESCeph,FL,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,GA,CAUTI,2019,Adult,224,37,16.5,,
Ecoli_ESCeph,GA,CAUTI,2019,All,231,39,16.9,,
Ecoli_ESCeph,GA,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,HI,CAUTI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,HI,CAUTI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,HI,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,IA,CAUTI,2019,Adult,66,4,6.1,,
Ecoli_ESCeph,IA,CAUTI,2019,All,66,4,6.1,,
Ecoli_ESCeph,IA,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,ID,CAUTI,2019,Adult,29,2,6.9,,
Ecoli_ESCeph,ID,CAUTI,2019,All,30,2,6.7,,
Ecoli_ESCeph,ID,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IL,CAUTI,2019,Adult,250,47,18.8,,
Ecoli_ESCeph,IL,CAUTI,2019,All,255,48,18.8,,
Ecoli_ESCeph,IL,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IN,CAUTI,2019,Adult,155,18,11.6,,
Ecoli_ESCeph,IN,CAUTI,2019,All,158,18,11.4,,
Ecoli_ESCeph,IN,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KS,CAUTI,2019,Adult,54,8,14.8,,
Ecoli_ESCeph,KS,CAUTI,2019,All,55,8,14.5,,
Ecoli_ESCeph,KS,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KY,CAUTI,2019,Adult,63,13,20.6,,
Ecoli_ESCeph,KY,CAUTI,2019,All,63,13,20.6,,
Ecoli_ESCeph,KY,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,LA,CAUTI,2019,Adult,130,32,24.6,,
Ecoli_ESCeph,LA,CAUTI,2019,All,132,32,24.2,,
Ecoli_ESCeph,LA,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MA,CAUTI,2019,Adult,178,47,26.4,,
Ecoli_ESCeph,MA,CAUTI,2019,All,181,47,26,,
Ecoli_ESCeph,MA,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MD,CAUTI,2019,Adult,99,23,23.2,,
Ecoli_ESCeph,MD,CAUTI,2019,All,101,23,22.8,,
Ecoli_ESCeph,MD,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ME,CAUTI,2019,Adult,37,5,13.5,,
Ecoli_ESCeph,ME,CAUTI,2019,All,38,5,13.2,,
Ecoli_ESCeph,ME,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MI,CAUTI,2019,Adult,185,31,16.8,,
Ecoli_ESCeph,MI,CAUTI,2019,All,187,32,17.1,,
Ecoli_ESCeph,MI,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MN,CAUTI,2019,Adult,134,19,14.2,,
Ecoli_ESCeph,MN,CAUTI,2019,All,137,19,13.9,,
Ecoli_ESCeph,MN,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MO,CAUTI,2019,Adult,180,26,14.4,,
Ecoli_ESCeph,MO,CAUTI,2019,All,182,26,14.3,,
Ecoli_ESCeph,MO,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MS,CAUTI,2019,Adult,108,26,24.1,,
Ecoli_ESCeph,MS,CAUTI,2019,All,108,26,24.1,,
Ecoli_ESCeph,MS,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,MT,CAUTI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,MT,CAUTI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,MT,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,NC,CAUTI,2019,Adult,206,35,17,,
Ecoli_ESCeph,NC,CAUTI,2019,All,208,35,16.8,,
Ecoli_ESCeph,NC,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ND,CAUTI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,ND,CAUTI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,ND,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,NE,CAUTI,2019,Adult,40,4,10,,
Ecoli_ESCeph,NE,CAUTI,2019,All,40,4,10,,
Ecoli_ESCeph,NE,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,NH,CAUTI,2019,Adult,40,7,17.5,,
Ecoli_ESCeph,NH,CAUTI,2019,All,40,7,17.5,,
Ecoli_ESCeph,NH,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,NJ,CAUTI,2019,Adult,139,42,30.2,,
Ecoli_ESCeph,NJ,CAUTI,2019,All,139,42,30.2,,
Ecoli_ESCeph,NJ,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,NM,CAUTI,2019,Adult,63,12,19,,
Ecoli_ESCeph,NM,CAUTI,2019,All,66,12,18.2,,
Ecoli_ESCeph,NM,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NV,CAUTI,2019,Adult,51,17,33.3,,
Ecoli_ESCeph,NV,CAUTI,2019,All,52,18,34.6,,
Ecoli_ESCeph,NV,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,NY,CAUTI,2019,Adult,445,132,29.7,,
Ecoli_ESCeph,NY,CAUTI,2019,All,455,136,29.9,,
Ecoli_ESCeph,NY,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,OH,CAUTI,2019,Adult,258,45,17.4,,
Ecoli_ESCeph,OH,CAUTI,2019,All,267,46,17.2,,
Ecoli_ESCeph,OH,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,OK,CAUTI,2019,Adult,84,13,15.5,,
Ecoli_ESCeph,OK,CAUTI,2019,All,85,13,15.3,,
Ecoli_ESCeph,OK,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,OR,CAUTI,2019,Adult,94,20,21.3,,
Ecoli_ESCeph,OR,CAUTI,2019,All,95,20,21.1,,
Ecoli_ESCeph,OR,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,PA,CAUTI,2019,Adult,372,82,22,,
Ecoli_ESCeph,PA,CAUTI,2019,All,379,84,22.2,,
Ecoli_ESCeph,PA,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,PR,CAUTI,2019,Adult,24,7,29.2,,
Ecoli_ESCeph,PR,CAUTI,2019,All,24,7,29.2,,
Ecoli_ESCeph,PR,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,RI,CAUTI,2019,Adult,32,3,9.4,,
Ecoli_ESCeph,RI,CAUTI,2019,All,32,3,9.4,,
Ecoli_ESCeph,RI,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,SC,CAUTI,2019,Adult,115,15,13,,
Ecoli_ESCeph,SC,CAUTI,2019,All,116,15,12.9,,
Ecoli_ESCeph,SC,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,SD,CAUTI,2019,Adult,25,1,4,,
Ecoli_ESCeph,SD,CAUTI,2019,All,26,1,3.8,,
Ecoli_ESCeph,SD,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,TN,CAUTI,2019,Adult,171,40,23.4,,
Ecoli_ESCeph,TN,CAUTI,2019,All,177,42,23.7,,
Ecoli_ESCeph,TN,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,TX,CAUTI,2019,Adult,563,141,25,,
Ecoli_ESCeph,TX,CAUTI,2019,All,581,145,25,,
Ecoli_ESCeph,TX,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,UT,CAUTI,2019,Adult,47,4,8.5,,
Ecoli_ESCeph,UT,CAUTI,2019,All,49,4,8.2,,
Ecoli_ESCeph,UT,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VA,CAUTI,2019,Adult,183,38,20.8,,
Ecoli_ESCeph,VA,CAUTI,2019,All,186,39,21,,
Ecoli_ESCeph,VA,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,VT,CAUTI,2019,Adult,22,2,9.1,,
Ecoli_ESCeph,VT,CAUTI,2019,All,22,2,9.1,,
Ecoli_ESCeph,VT,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,WA,CAUTI,2019,Adult,167,32,19.2,,
Ecoli_ESCeph,WA,CAUTI,2019,All,171,34,19.9,,
Ecoli_ESCeph,WA,CAUTI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,WI,CAUTI,2019,Adult,93,22,23.7,,
Ecoli_ESCeph,WI,CAUTI,2019,All,93,22,23.7,,
Ecoli_ESCeph,WI,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,WV,CAUTI,2019,Adult,83,16,19.3,,
Ecoli_ESCeph,WV,CAUTI,2019,All,83,16,19.3,,
Ecoli_ESCeph,WV,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,WY,CAUTI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,CAUTI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,WY,CAUTI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,AK,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,AK,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,AK,CLABSI,2019,Peds,0,.,.,Zero,
Ecoli_ESCeph,AL,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,AL,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,AL,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AR,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,AR,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,AR,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,AZ,CLABSI,2019,Adult,38,10,26.3,,
Ecoli_ESCeph,AZ,CLABSI,2019,All,42,10,23.8,,
Ecoli_ESCeph,AZ,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CA,CLABSI,2019,Adult,227,99,43.6,,
Ecoli_ESCeph,CA,CLABSI,2019,All,264,116,43.9,,
Ecoli_ESCeph,CA,CLABSI,2019,Peds,37,17,45.9,,
Ecoli_ESCeph,CO,CLABSI,2019,Adult,20,7,35,,
Ecoli_ESCeph,CO,CLABSI,2019,All,22,7,31.8,,
Ecoli_ESCeph,CO,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,CT,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,CT,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,CT,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,DC,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,DC,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,DC,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,DE,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,DE,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,DE,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,FL,CLABSI,2019,Adult,128,50,39.1,,
Ecoli_ESCeph,FL,CLABSI,2019,All,153,56,36.6,,
Ecoli_ESCeph,FL,CLABSI,2019,Peds,25,6,24,,
Ecoli_ESCeph,GA,CLABSI,2019,Adult,37,9,24.3,,
Ecoli_ESCeph,GA,CLABSI,2019,All,43,10,23.3,,
Ecoli_ESCeph,GA,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,HI,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,HI,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,HI,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IA,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,IA,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,IA,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,ID,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,ID,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,ID,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IL,CLABSI,2019,Adult,73,26,35.6,,
Ecoli_ESCeph,IL,CLABSI,2019,All,88,33,37.5,,
Ecoli_ESCeph,IL,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,IN,CLABSI,2019,Adult,27,7,25.9,,
Ecoli_ESCeph,IN,CLABSI,2019,All,37,9,24.3,,
Ecoli_ESCeph,IN,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KS,CLABSI,2019,Adult,.,.,.,LowCount,<20
Ecoli_ESCeph,KS,CLABSI,2019,All,.,.,.,LowCount,<20
Ecoli_ESCeph,KS,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,KY,CLABSI,2019,Adult,23,7,30.4,,
Ecoli_ESCeph,KY,CLABSI,2019,All,24,8,33.3,,
Ecoli_ESCeph,KY,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,LA,CLABSI,2019,Adult,28,8,28.6,,
Ecoli_ESCeph,LA,CLABSI,2019,All,29,8,27.6,,
Ecoli_ESCeph,LA,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MA,CLABSI,2019,Adult,40,8,20,,
Ecoli_ESCeph,MA,CLABSI,2019,All,45,8,17.8,,
Ecoli_ESCeph,MA,CLABSI,2019,Peds,.,.,.,LowCount,<20
Ecoli_ESCeph,MD,CLABSI,2019,Adult,36,6,16.7,,
Ecoli_ESCeph,MD,CLABSI,2019,All,38,6,15.8,,
